,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,module_presentation_length,days_studied,activities_engaged,total_clicks,assessments_completed,average_assessment_score
15181,DDD,2014J,202138,F,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,Withdrawn,-117.0,117.0,262,36.0,152.0,348.0,0.5714285714285714,75.75
15182,DDD,2014J,202489,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn,-43.0,77.0,262,33.0,226.0,571.0,0.42857142857142855,71.66666666666667
15183,DDD,2014J,203149,M,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-87.0,262.0,262,32.0,157.0,326.0,0.5714285714285714,59.25
15185,DDD,2014J,204609,M,North Western Region,HE Qualification,0-10%,35-55,1,60,N,Pass,-38.0,262.0,262,124.0,505.0,1244.0,1.0,83.71428571428571
15186,DDD,2014J,226895,M,South Region,HE Qualification,90-100%,35-55,1,150,N,Pass,-64.0,262.0,262,4.0,4.0,6.0,0.8571428571428571,73.0
15187,DDD,2014J,231697,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-35.0,5.0,262,3.0,15.0,24.0,0.0,0.0
15188,DDD,2014J,233868,M,South Region,HE Qualification,30-40%,0-35,1,60,N,Fail,-16.0,262.0,262,6.0,17.0,48.0,0.14285714285714285,70.0
15189,DDD,2014J,233873,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-60.0,262.0,262,60.0,335.0,1031.0,1.0,73.57142857142857
15191,DDD,2014J,235893,M,Scotland,HE Qualification,90-100%,35-55,0,100,N,Distinction,-57.0,262.0,262,163.0,903.0,2250.0,1.0,93.42857142857143
15192,DDD,2014J,236017,F,London Region,A Level or Equivalent,10-20,0-35,0,120,Y,Withdrawn,-108.0,12.0,262,12.0,50.0,88.0,0.0,0.0
15193,DDD,2014J,240186,F,Scotland,HE Qualification,20-30%,0-35,0,80,N,Pass,-15.0,262.0,262,60.0,395.0,917.0,1.0,88.28571428571429
15194,DDD,2014J,240236,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,3,60,Y,Fail,-65.0,262.0,262,98.0,421.0,1066.0,1.0,45.285714285714285
15195,DDD,2014J,241769,F,South West Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,-56.0,109.0,262,23.0,106.0,213.0,0.42857142857142855,73.33333333333333
15196,DDD,2014J,243025,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,-29.0,262.0,262,115.0,486.0,1147.0,1.0,61.57142857142857
15197,DDD,2014J,249359,M,Scotland,Lower Than A Level,50-60%,0-35,0,90,N,Pass,-30.0,262.0,262,27.0,125.0,300.0,0.8571428571428571,65.66666666666667
15198,DDD,2014J,253579,M,North Region,A Level or Equivalent,10-20,0-35,1,120,N,Fail,-116.0,262.0,262,25.0,149.0,243.0,0.2857142857142857,50.0
15200,DDD,2014J,258538,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-122.0,262.0,262,67.0,343.0,732.0,1.0,80.42857142857143
15201,DDD,2014J,260077,M,Wales,A Level or Equivalent,90-100%,0-35,1,60,N,Pass,-50.0,262.0,262,75.0,343.0,865.0,1.0,73.71428571428571
15202,DDD,2014J,267118,F,South West Region,Lower Than A Level,30-40%,0-35,1,90,Y,Fail,-49.0,262.0,262,1.0,3.0,3.0,0.14285714285714285,65.0
15203,DDD,2014J,268143,M,Scotland,A Level or Equivalent,10-20,35-55,1,60,N,Pass,-101.0,262.0,262,97.0,533.0,1278.0,1.0,78.14285714285714
15204,DDD,2014J,269575,F,Scotland,HE Qualification,50-60%,0-35,0,60,N,Withdrawn,-79.0,204.0,262,124.0,760.0,2067.0,0.8571428571428571,94.0
15205,DDD,2014J,269856,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-108.0,262.0,262,108.0,591.0,1067.0,1.0,59.42857142857143
15206,DDD,2014J,270502,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-51.0,262.0,262,87.0,203.0,485.0,1.0,68.28571428571429
15207,DDD,2014J,275309,M,South East Region,Lower Than A Level,30-40%,35-55,1,90,N,Withdrawn,-60.0,108.0,262,62.0,363.0,850.0,0.42857142857142855,68.33333333333333
15208,DDD,2014J,276935,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-162.0,262.0,262,162.0,853.0,2470.0,1.0,85.71428571428571
15209,DDD,2014J,279117,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Withdrawn,-65.0,105.0,262,38.0,112.0,243.0,0.42857142857142855,61.666666666666664
15210,DDD,2014J,281172,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-57.0,262.0,262,85.0,466.0,874.0,1.0,63.285714285714285
15211,DDD,2014J,281252,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-32.0,11.0,262,2.0,10.0,20.0,0.0,0.0
15212,DDD,2014J,281799,F,South East Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-122.0,12.0,262,6.0,32.0,89.0,0.2857142857142857,67.5
15213,DDD,2014J,281920,M,South East Region,Lower Than A Level,10-20,0-35,4,60,N,Pass,-147.0,262.0,262,122.0,523.0,1040.0,1.0,72.57142857142857
15214,DDD,2014J,284741,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-131.0,130.0,262,14.0,99.0,171.0,0.42857142857142855,80.0
15216,DDD,2014J,287897,F,East Midlands Region,Lower Than A Level,50-60%,0-35,2,120,Y,Withdrawn,-101.0,91.0,262,21.0,66.0,173.0,0.42857142857142855,79.33333333333333
15217,DDD,2014J,287954,M,Wales,A Level or Equivalent,10-20,0-35,2,120,N,Fail,-35.0,262.0,262,37.0,133.0,231.0,0.42857142857142855,90.0
15218,DDD,2014J,295118,F,Wales,Lower Than A Level,20-30%,35-55,0,180,N,Pass,-131.0,262.0,262,175.0,896.0,2462.0,1.0,79.14285714285714
15219,DDD,2014J,296138,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-32.0,262.0,262,72.0,289.0,552.0,1.0,84.85714285714286
15220,DDD,2014J,298777,M,North Western Region,A Level or Equivalent,40-50%,0-35,1,120,N,Fail,-91.0,262.0,262,58.0,183.0,522.0,1.0,71.28571428571429
15221,DDD,2014J,300057,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,-128.0,262.0,262,30.0,93.0,163.0,0.42857142857142855,69.33333333333333
15222,DDD,2014J,301036,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,3,60,Y,Withdrawn,-28.0,12.0,262,5.0,5.0,5.0,0.0,0.0
15224,DDD,2014J,303341,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-79.0,20.0,262,3.0,18.0,39.0,0.0,0.0
15225,DDD,2014J,306754,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,Y,Withdrawn,-81.0,12.0,262,0.0,0.0,0.0,0.0,0.0
15226,DDD,2014J,307116,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,100,Y,Withdrawn,-39.0,93.0,262,54.0,292.0,664.0,0.5714285714285714,80.75
15227,DDD,2014J,309350,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,-141.0,65.0,262,73.0,632.0,1578.0,0.2857142857142857,67.5
15229,DDD,2014J,318919,F,Scotland,HE Qualification,80-90%,35-55,0,60,N,Pass,-60.0,262.0,262,57.0,393.0,818.0,0.8571428571428571,87.33333333333333
15230,DDD,2014J,319325,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-36.0,3.0,262,1.0,5.0,6.0,0.0,0.0
15231,DDD,2014J,321952,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,-53.0,262.0,262,36.0,112.0,182.0,1.0,62.42857142857143
15233,DDD,2014J,323025,M,South West Region,Lower Than A Level,0-10%,35-55,0,120,Y,Withdrawn,-28.0,3.0,262,0.0,0.0,0.0,0.0,0.0
15234,DDD,2014J,323680,M,London Region,Lower Than A Level,60-70%,0-35,1,60,N,Pass,-142.0,262.0,262,160.0,558.0,1209.0,1.0,75.0
15235,DDD,2014J,324338,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,-32.0,262.0,262,39.0,136.0,233.0,0.7142857142857143,83.0
15237,DDD,2014J,333823,F,Scotland,A Level or Equivalent,20-30%,0-35,1,60,N,Fail,-85.0,262.0,262,0.0,0.0,0.0,0.0,0.0
15238,DDD,2014J,334048,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,1,60,N,Pass,-115.0,262.0,262,96.0,449.0,995.0,1.0,82.42857142857143
15239,DDD,2014J,334581,M,East Midlands Region,HE Qualification,80-90%,0-35,0,90,N,Distinction,-135.0,262.0,262,71.0,354.0,653.0,1.0,87.0
15240,DDD,2014J,334973,M,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,-35.0,262.0,262,148.0,788.0,1448.0,1.0,86.85714285714286
15241,DDD,2014J,335018,F,London Region,Lower Than A Level,50-60%,0-35,2,60,N,Pass,-75.0,262.0,262,17.0,80.0,142.0,0.8571428571428571,65.33333333333333
15242,DDD,2014J,335922,M,North Region,A Level or Equivalent,20-30%,0-35,1,60,N,Withdrawn,-99.0,12.0,262,18.0,43.0,88.0,0.2857142857142857,77.5
15243,DDD,2014J,336213,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-57.0,262.0,262,78.0,389.0,635.0,1.0,80.14285714285714
15244,DDD,2014J,336218,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-88.0,262.0,262,63.0,184.0,335.0,0.8571428571428571,31.666666666666668
15245,DDD,2014J,337048,M,London Region,A Level or Equivalent,20-30%,0-35,4,120,N,Withdrawn,-30.0,12.0,262,6.0,19.0,47.0,0.14285714285714285,40.0
15246,DDD,2014J,337359,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-144.0,262.0,262,51.0,225.0,494.0,1.0,75.57142857142857
15247,DDD,2014J,338704,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-65.0,262.0,262,45.0,228.0,542.0,1.0,85.57142857142857
15248,DDD,2014J,339853,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,Y,Fail,-37.0,262.0,262,82.0,453.0,913.0,1.0,55.714285714285715
15249,DDD,2014J,340627,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-39.0,262.0,262,57.0,440.0,1308.0,1.0,75.85714285714286
15250,DDD,2014J,341855,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Fail,-53.0,262.0,262,31.0,146.0,406.0,1.0,38.714285714285715
15251,DDD,2014J,341921,F,South Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass,-66.0,262.0,262,60.0,250.0,446.0,1.0,83.42857142857143
15252,DDD,2014J,348602,F,South Region,Post Graduate Qualification,90-100%,35-55,0,120,N,Withdrawn,-52.0,146.0,262,2.0,6.0,9.0,0.0,0.0
15253,DDD,2014J,349688,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-71.0,262.0,262,116.0,468.0,1446.0,1.0,75.71428571428571
15254,DDD,2014J,349910,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,-39.0,262.0,262,47.0,181.0,353.0,1.0,70.57142857142857
15255,DDD,2014J,351080,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-65.0,262.0,262,77.0,406.0,920.0,0.8571428571428571,57.5
15256,DDD,2014J,351244,M,North Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass,-144.0,262.0,262,54.0,286.0,783.0,1.0,67.0
15257,DDD,2014J,353969,F,Scotland,HE Qualification,50-60%,0-35,0,60,Y,Withdrawn,-101.0,84.0,262,30.0,118.0,229.0,0.42857142857142855,62.666666666666664
15258,DDD,2014J,355034,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-87.0,12.0,262,19.0,59.0,157.0,0.14285714285714285,50.0
15259,DDD,2014J,356561,F,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Fail,-31.0,262.0,262,83.0,273.0,732.0,1.0,56.142857142857146
15260,DDD,2014J,359657,M,North Western Region,No Formal quals,20-30%,0-35,0,120,N,Withdrawn,-29.0,59.0,262,38.0,201.0,547.0,0.2857142857142857,87.5
15261,DDD,2014J,361842,M,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,N,Fail,-151.0,262.0,262,1.0,2.0,3.0,0.0,0.0
15262,DDD,2014J,364307,F,London Region,A Level or Equivalent,30-40%,0-35,1,150,N,Withdrawn,-52.0,262.0,262,6.0,25.0,58.0,0.0,0.0
15263,DDD,2014J,365375,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-131.0,181.0,262,33.0,148.0,340.0,0.7142857142857143,72.0
15264,DDD,2014J,365893,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,-130.0,262.0,262,33.0,176.0,348.0,1.0,52.714285714285715
15265,DDD,2014J,368195,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-116.0,144.0,262,43.0,168.0,259.0,0.42857142857142855,71.0
15266,DDD,2014J,370089,M,Scotland,HE Qualification,40-50%,35-55,1,60,N,Pass,-116.0,262.0,262,67.0,277.0,688.0,1.0,77.71428571428571
15267,DDD,2014J,370100,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-21.0,115.0,262,21.0,96.0,288.0,0.42857142857142855,62.666666666666664
15268,DDD,2014J,370184,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-17.0,262.0,262,21.0,123.0,216.0,0.7142857142857143,77.6
15269,DDD,2014J,370274,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-45.0,262.0,262,153.0,709.0,1479.0,1.0,79.71428571428571
15270,DDD,2014J,370375,M,Wales,A Level or Equivalent,20-30%,35-55,1,60,N,Fail,-30.0,262.0,262,142.0,759.0,2115.0,1.0,57.142857142857146
15271,DDD,2014J,371019,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-67.0,262.0,262,122.0,417.0,725.0,1.0,80.14285714285714
15272,DDD,2014J,371949,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Fail,-127.0,262.0,262,1.0,2.0,3.0,0.0,0.0
15273,DDD,2014J,373280,M,South West Region,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,-12.0,262.0,262,8.0,10.0,30.0,0.42857142857142855,76.33333333333333
15274,DDD,2014J,373795,F,London Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-38.0,12.0,262,0.0,0.0,0.0,0.0,0.0
15275,DDD,2014J,376758,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-100.0,173.0,262,23.0,166.0,264.0,0.7142857142857143,59.0
15276,DDD,2014J,378388,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-35.0,93.0,262,25.0,165.0,300.0,0.2857142857142857,47.5
15277,DDD,2014J,379336,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Pass,-137.0,262.0,262,173.0,1086.0,2791.0,1.0,85.57142857142857
15278,DDD,2014J,380681,M,London Region,HE Qualification,10-20,0-35,1,60,N,Withdrawn,-39.0,144.0,262,19.0,54.0,99.0,0.42857142857142855,79.66666666666667
15279,DDD,2014J,381439,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,-93.0,207.0,262,23.0,69.0,230.0,0.8571428571428571,40.5
15280,DDD,2014J,384106,F,South Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-25.0,12.0,262,15.0,47.0,79.0,0.0,0.0
15281,DDD,2014J,384295,F,South West Region,Lower Than A Level,50-60%,0-35,1,90,N,Fail,-39.0,262.0,262,41.0,150.0,371.0,1.0,60.285714285714285
15282,DDD,2014J,384499,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,Y,Pass,-120.0,262.0,262,157.0,414.0,1598.0,1.0,69.71428571428571
15283,DDD,2014J,384999,F,London Region,HE Qualification,20-30%,35-55,1,60,N,Distinction,-35.0,262.0,262,65.0,574.0,1365.0,1.0,84.71428571428571
15284,DDD,2014J,385019,F,Wales,Lower Than A Level,10-20,35-55,2,60,Y,Fail,-43.0,262.0,262,10.0,46.0,129.0,0.14285714285714285,10.0
15285,DDD,2014J,385495,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,1,60,N,Fail,-38.0,262.0,262,4.0,8.0,8.0,0.42857142857142855,84.0
15286,DDD,2014J,385563,M,South West Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,-32.0,262.0,262,88.0,310.0,684.0,1.0,54.857142857142854
15287,DDD,2014J,386140,F,Wales,Lower Than A Level,80-90%,35-55,1,60,N,Fail,-81.0,262.0,262,36.0,125.0,403.0,0.2857142857142857,65.0
15288,DDD,2014J,387359,M,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Pass,-39.0,262.0,262,74.0,314.0,767.0,1.0,67.57142857142857
15289,DDD,2014J,387364,M,North Western Region,HE Qualification,70-80%,35-55,0,90,N,Withdrawn,-94.0,234.0,262,165.0,879.0,2175.0,0.8571428571428571,59.833333333333336
15290,DDD,2014J,389076,M,South West Region,No Formal quals,20-30%,0-35,3,120,N,Withdrawn,-129.0,12.0,262,5.0,20.0,26.0,0.0,0.0
15291,DDD,2014J,390556,M,London Region,Post Graduate Qualification,10-20,35-55,1,60,N,Distinction,-31.0,262.0,262,15.0,54.0,81.0,1.0,74.71428571428571
15292,DDD,2014J,390849,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-39.0,262.0,262,49.0,187.0,363.0,1.0,62.142857142857146
15293,DDD,2014J,393094,M,West Midlands Region,Lower Than A Level,20-30%,0-35,2,150,N,Withdrawn,-39.0,12.0,262,6.0,8.0,14.0,0.42857142857142855,76.66666666666667
15294,DDD,2014J,393727,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-49.0,262.0,262,98.0,642.0,1430.0,1.0,74.71428571428571
15295,DDD,2014J,395535,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,Y,Withdrawn,-50.0,235.0,262,67.0,211.0,611.0,0.8571428571428571,43.333333333333336
15297,DDD,2014J,398816,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-87.0,262.0,262,120.0,814.0,2285.0,1.0,63.0
15298,DDD,2014J,399628,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-72.0,262.0,262,63.0,208.0,436.0,1.0,47.857142857142854
15299,DDD,2014J,399772,M,Scotland,HE Qualification,40-50%,0-35,1,60,N,Withdrawn,-95.0,82.0,262,3.0,16.0,28.0,0.0,0.0
15300,DDD,2014J,399794,F,Scotland,HE Qualification,10-20,0-35,1,60,N,Fail,-74.0,262.0,262,62.0,128.0,315.0,0.5714285714285714,55.75
15301,DDD,2014J,400091,M,North Region,A Level or Equivalent,60-70%,0-35,1,60,N,Pass,-63.0,262.0,262,89.0,505.0,819.0,1.0,69.42857142857143
15302,DDD,2014J,402268,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-134.0,12.0,262,11.0,60.0,128.0,0.14285714285714285,60.0
15303,DDD,2014J,402958,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-162.0,262.0,262,109.0,615.0,2061.0,1.0,63.285714285714285
15304,DDD,2014J,403052,F,Yorkshire Region,HE Qualification,20-30%,0-35,1,120,N,Fail,-21.0,262.0,262,7.0,27.0,36.0,0.8571428571428571,38.666666666666664
15305,DDD,2014J,406425,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,190,N,Withdrawn,-58.0,41.0,262,35.0,233.0,489.0,0.14285714285714285,80.0
15306,DDD,2014J,407487,F,South West Region,A Level or Equivalent,50-60%,0-35,1,120,N,Fail,-51.0,262.0,262,22.0,94.0,193.0,0.5714285714285714,74.75
15307,DDD,2014J,408344,F,Scotland,A Level or Equivalent,50-60%,0-35,0,100,N,Fail,-27.0,262.0,262,4.0,8.0,28.0,0.0,0.0
15308,DDD,2014J,409120,F,London Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Withdrawn,-24.0,209.0,262,32.0,90.0,166.0,0.7142857142857143,55.8
15309,DDD,2014J,409205,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-16.0,262.0,262,89.0,320.0,590.0,1.0,71.14285714285714
15311,DDD,2014J,411549,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,-48.0,262.0,262,95.0,521.0,1050.0,1.0,53.142857142857146
15312,DDD,2014J,412717,M,Wales,HE Qualification,80-90%,35-55,0,60,N,Pass,-30.0,262.0,262,125.0,723.0,1401.0,1.0,72.57142857142857
15313,DDD,2014J,413087,M,Wales,HE Qualification,0-10%,0-35,0,90,N,Fail,-22.0,262.0,262,41.0,125.0,165.0,0.8571428571428571,53.5
15314,DDD,2014J,414094,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,-37.0,262.0,262,82.0,329.0,795.0,1.0,60.42857142857143
15315,DDD,2014J,414963,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-31.0,262.0,262,167.0,671.0,1457.0,1.0,69.0
15316,DDD,2014J,416276,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,Y,Withdrawn,-31.0,139.0,262,51.0,460.0,1734.0,0.2857142857142857,90.0
15317,DDD,2014J,418851,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-79.0,5.0,262,4.0,20.0,64.0,0.0,0.0
15318,DDD,2014J,419913,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-128.0,262.0,262,213.0,1045.0,2782.0,1.0,72.14285714285714
15319,DDD,2014J,420141,F,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,-115.0,262.0,262,110.0,567.0,1181.0,1.0,88.57142857142857
15320,DDD,2014J,420344,F,Yorkshire Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,-31.0,145.0,262,116.0,687.0,1664.0,0.5714285714285714,84.75
15321,DDD,2014J,420560,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-81.0,262.0,262,82.0,328.0,812.0,1.0,64.0
15322,DDD,2014J,420762,M,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Distinction,-103.0,262.0,262,128.0,505.0,950.0,1.0,89.28571428571429
15323,DDD,2014J,421185,F,Ireland,A Level or Equivalent,50-60%,0-35,1,60,N,Pass,-67.0,262.0,262,66.0,255.0,653.0,1.0,67.71428571428571
15324,DDD,2014J,422343,M,South West Region,HE Qualification,60-70%,0-35,0,90,N,Distinction,-128.0,262.0,262,31.0,145.0,243.0,1.0,83.42857142857143
15325,DDD,2014J,424211,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,Y,Pass,-39.0,262.0,262,110.0,743.0,1433.0,1.0,59.57142857142857
15326,DDD,2014J,425910,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-127.0,262.0,262,77.0,331.0,708.0,1.0,67.28571428571429
15327,DDD,2014J,428116,F,North Region,A Level or Equivalent,50-60%,0-35,1,60,N,Pass,-157.0,262.0,262,41.0,150.0,271.0,1.0,53.142857142857146
15328,DDD,2014J,428787,F,South Region,A Level or Equivalent,80-90%,35-55,1,60,Y,Withdrawn,-65.0,158.0,262,82.0,697.0,1704.0,0.42857142857142855,86.66666666666667
15329,DDD,2014J,431136,M,Wales,A Level or Equivalent,10-20,0-35,2,60,N,Fail,-36.0,262.0,262,54.0,128.0,585.0,0.7142857142857143,42.2
15330,DDD,2014J,432642,F,North Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail,-31.0,262.0,262,62.0,468.0,1035.0,1.0,69.0
15331,DDD,2014J,434002,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,-60.0,262.0,262,43.0,284.0,538.0,0.8571428571428571,94.16666666666667
15332,DDD,2014J,434767,M,East Anglian Region,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn,-12.0,118.0,262,41.0,212.0,576.0,0.42857142857142855,68.33333333333333
15333,DDD,2014J,435572,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,N,Pass,-130.0,262.0,262,58.0,327.0,682.0,1.0,52.0
15334,DDD,2014J,436898,F,Scotland,A Level or Equivalent,20-30%,0-35,0,85,Y,Distinction,-64.0,262.0,262,82.0,393.0,770.0,1.0,86.57142857142857
15335,DDD,2014J,438135,F,Scotland,Lower Than A Level,10-20,0-35,0,70,N,Withdrawn,-99.0,151.0,262,12.0,44.0,116.0,0.0,0.0
15336,DDD,2014J,441087,F,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-95.0,262.0,262,67.0,367.0,727.0,1.0,77.28571428571429
15337,DDD,2014J,441897,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-74.0,262.0,262,53.0,127.0,340.0,1.0,62.42857142857143
15338,DDD,2014J,442017,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,-23.0,166.0,262,48.0,230.0,764.0,0.7142857142857143,68.8
15339,DDD,2014J,442549,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-28.0,262.0,262,49.0,237.0,545.0,0.7142857142857143,74.0
15340,DDD,2014J,443275,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-91.0,262.0,262,130.0,719.0,1498.0,1.0,80.57142857142857
15341,DDD,2014J,443539,F,South Region,HE Qualification,20-30%,0-35,0,60,N,Pass,-41.0,262.0,262,122.0,736.0,1760.0,1.0,71.0
15342,DDD,2014J,444180,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass,-85.0,262.0,262,137.0,636.0,1278.0,1.0,81.0
15343,DDD,2014J,444388,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-30.0,12.0,262,0.0,0.0,0.0,0.0,0.0
15345,DDD,2014J,444783,F,London Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,-74.0,142.0,262,53.0,308.0,580.0,0.5714285714285714,75.25
15346,DDD,2014J,445239,M,North Western Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,-30.0,262.0,262,177.0,647.0,1884.0,1.0,87.85714285714286
15347,DDD,2014J,445351,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-21.0,262.0,262,4.0,6.0,8.0,0.0,0.0
15348,DDD,2014J,445429,M,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-95.0,262.0,262,65.0,429.0,900.0,1.0,64.42857142857143
15349,DDD,2014J,445451,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,1,90,N,Pass,-51.0,262.0,262,113.0,627.0,1190.0,1.0,67.14285714285714
15350,DDD,2014J,445782,M,South Region,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,-79.0,108.0,262,33.0,119.0,268.0,0.42857142857142855,84.33333333333333
15351,DDD,2014J,446097,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-31.0,262.0,262,153.0,667.0,1658.0,1.0,61.0
